PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	99,91	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	6,08	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	36,38	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	16,48	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	5,97	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	78,86	50
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	44,33	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	42,76	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	8,17	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	12,57	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	42,57	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.4 Grado de Satisfacci¢n de Familias con la Orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	49,79	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	17,72	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	16,18	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	73,44	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	73,84	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	77,97	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	36,98	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	45,82	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	51,26	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	8,01	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	84,01	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	12,84	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	8,6	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	38,79	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	35,14	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	76,89	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	30,39	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	39,53	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	44,9	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	88,45	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	39,22	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	96,04	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	54,49	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	36,2	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	39,16	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	83,19	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	86,68	60
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	81,01	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	16,03	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	64,08	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	27,84	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	53,07	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.3 Grado de satisfacci¢n de los alumnos con la orientaci¢n	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	38,84	70
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.2 % de acciones de Orientaci¢n profesional?vocacional realizadas sobre las planificadas	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	NA	80
P.C. 02. ORIENTACI‡N Y ACOMPA•AMIENTO DE ALUMNOS	IND 02.1 % de pruebas colectivas realizadas sobre las planificadas.	centro	centro	centro	centro	NA	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	35,86	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	74,12	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	34,43	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	78,79	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	48,6	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	3,47	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	14,7	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	64,78	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	71,4	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	75,95	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	77,04	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	29,61	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	13,19	80
P.C. 01. ACCI‡N TUTORIAL.	IND 01.9 Grado de satisfacci¢n de las familias con la acci¢n tutorial	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	5,33	80
